,Player1,Player2,Player3,Player4,Player5,Team,GP,MP,POSS,DPOSS,DFGM,DFGA,D3PM,D3PA,DFTM,DFTA,DPTS
189,Leandro Barbosa,Jared Dudley,Brandon Knight,Alex Len,P.J. Tucker,PHO,11,57.4,120,113,47,89,16,31,20,26,130
190,Al-Farouq Aminu,Allen Crabbe,Damian Lillard,Mason Plumlee,Evan Turner,POR,23,52.4,96,102,43,84,16,32,28,32,130
191,Dewayne Dedmon,Manu Ginobili,David Lee,Patty Mills,Jonathon Simmons,SAS,24,73.3,147,159,41,132,6,40,40,51,128
192,Nemanja Bjelica,Gorgui Dieng,Kris Dunn,Zach LaVine,Shabazz Muhammad,MIN,25,70.2,133,135,45,107,8,34,29,38,127
193,Boris Diaw,Rudy Gobert,Gordon Hayward,George Hill,Rodney Hood,UTA,13,73.4,140,138,46,127,12,37,22,29,126
194,Harrison Barnes,Andrew Bogut,Dorian Finney-Smith,Wesley Matthews,Deron Williams,DAL,11,69.0,123,120,45,110,10,23,26,32,126
195,Jamal Crawford,Blake Griffin,DeAndre Jordan,Chris Paul,Austin Rivers,LAC,20,57.7,116,111,48,98,11,31,18,22,125
196,Kenneth Faried,Danilo Gallinari,Emmanuel Mudiay,Jameer Nelson,Jusuf Nurkic,DEN,6,52.5,106,106,50,99,11,25,14,22,125
197,Allen Crabbe,Ed Davis,Maurice Harkless,C.J. McCollum,Evan Turner,POR,15,63.4,124,131,43,117,11,35,27,37,124
198,Jose Calderon,Luol Deng,Timofey Mozgov,Julius Randle,Nick Young,LAL,7,53.6,104,104,48,95,13,28,15,19,124
199,Michael Beasley,Malcolm Brogdon,Greg Monroe,Jabari Parker,Jason Terry,MIL,17,55.5,114,112,47,104,16,45,14,17,124
200,Vince Carter,James Ennis,Marc Gasol,Andrew Harrison,Zach Randolph,MEM,21,59.2,107,112,45,95,11,27,22,25,123
201,Eric Bledsoe,Devin Booker,Marquese Chriss,Brandon Knight,Alex Len,PHO,6,57.1,122,124,43,106,9,33,27,35,122
202,Jaylen Brown,Jonas Jerebko,Kelly Olynyk,Terry Rozier,Marcus Smart,BOS,21,64.6,124,126,47,110,10,35,18,26,122
203,Maurice Harkless,Meyers Leonard,Damian Lillard,C.J. McCollum,Mason Plumlee,POR,12,56.2,114,115,44,113,6,21,26,34,120
204,Aron Baynes,Kentavious Caldwell-Pope,Tobias Harris,Marcus Morris,Ish Smith,DET,23,62.1,136,137,42,116,5,33,31,40,120
205,Eric Bledsoe,Devin Booker,Tyson Chandler,Brandon Knight,P.J. Tucker,PHO,14,50.9,101,103,47,91,6,26,18,20,118
206,Harrison Barnes,Dorian Finney-Smith,Wesley Matthews,Dwight Powell,Deron Williams,DAL,18,54.3,105,106,44,93,8,24,21,27,117
207,Bojan Bogdanovic,Trevor Booker,Spencer Dinwiddie,Joe Harris,Brook Lopez,BRK,8,47.9,96,93,50,103,6,24,11,14,117
208,Will Barton,Wilson Chandler,Jamal Murray,Jameer Nelson,Jusuf Nurkic,DEN,9,52.3,109,112,43,106,13,26,17,22,116
209,Andre Drummond,Tobias Harris,Reggie Jackson,Stanley Johnson,Marcus Morris,DET,11,46.7,97,96,39,75,12,27,26,32,116
210,Tarik Black,Jordan Clarkson,Brandon Ingram,Thomas Robinson,Lou Williams,LAL,13,51.0,102,101,42,88,13,31,19,29,116
211,Omer Asik,Dante Cunningham,Anthony Davis,Tim Frazier,E'Twaun Moore,NOP,9,56.1,111,110,42,106,16,42,16,18,116
212,Jordan Clarkson,Brandon Ingram,Larry Nance Jr.,Lou Williams,Ivica Zubac,LAL,9,49.6,99,102,46,99,10,26,13,15,115
213,Aaron Brooks,Monta Ellis,Al Jefferson,C.J. Miles,Kevin Seraphin,IND,9,45.3,96,98,41,96,15,38,18,24,115
214,Ian Clark,Kevin Durant,Andre Iguodala,Shaun Livingston,David West,GSW,14,41.7,82,84,45,83,9,21,16,17,115
215,Nicolas Batum,Marco Belinelli,Frank Kaminsky,Kemba Walker,Marvin Williams,CHO,14,49.3,110,104,39,81,11,34,25,32,114
216,Wilson Chandler,Juan Hernangomez,Nikola Jokic,Jamal Murray,Jameer Nelson,DEN,13,45.9,93,94,45,91,10,30,14,16,114
217,DeMarre Carroll,Kyle Lowry,Patrick Patterson,Norman Powell,Jonas Valanciunas,TOR,7,54.3,104,107,44,95,16,33,10,19,114
218,Seth Curry,Dorian Finney-Smith,Devin Harris,Wesley Matthews,Dwight Powell,DAL,11,43.3,73,74,42,79,13,27,17,20,114
219,Trevor Booker,Justin Hamilton,Joe Harris,Sean Kilpatrick,Isaiah Whitehead,BRK,12,55.8,107,109,45,99,6,26,17,24,113
220,Bojan Bogdanovic,Trevor Booker,Spencer Dinwiddie,Randy Foye,Brook Lopez,BRK,7,50.7,98,99,48,90,7,18,10,12,113
221,DeMar DeRozan,Kyle Lowry,Patrick Patterson,Terrence Ross,Jonas Valanciunas,TOR,20,51.9,115,103,36,81,8,28,33,41,113
222,Evan Fournier,Aaron Gordon,Jeff Green,Elfrid Payton,Nikola Vucevic,ORL,14,45.9,90,92,42,88,12,28,16,20,112
223,Goran Dragic,Josh Richardson,Dion Waiters,Hassan Whiteside,Derrick Williams,MIA,4,51.8,98,98,48,93,8,24,8,11,112
224,Kenneth Faried,Danilo Gallinari,Gary Harris,Nikola Jokic,Jameer Nelson,DEN,5,48.7,96,99,44,84,10,21,13,13,111
225,Malcolm Delaney,Tim Hardaway,Paul Millsap,Mike Muscala,Thabo Sefolosha,ATL,17,55.8,109,110,42,83,9,24,18,21,111
226,Paul George,Al Jefferson,C.J. Miles,Jeff Teague,Thaddeus Young,IND,15,47.4,98,96,42,81,11,28,15,19,110
227,Dante Cunningham,Tyreke Evans,Langston Galloway,Terrence Jones,E'Twaun Moore,NOP,10,47.5,94,95,43,97,11,21,12,15,109
228,Allen Crabbe,Ed Davis,Maurice Harkless,Damian Lillard,Evan Turner,POR,21,43.7,90,84,34,76,8,22,33,33,109
229,Aron Baynes,Stanley Johnson,Jon Leuer,Marcus Morris,Beno Udrih,DET,10,52.9,96,95,41,84,10,26,17,21,109
230,Aron Baynes,Kentavious Caldwell-Pope,Tobias Harris,Jon Leuer,Ish Smith,DET,28,48.0,95,102,34,81,11,31,29,40,108
231,Jordan Clarkson,Brandon Ingram,Julius Randle,D'Angelo Russell,Nick Young,LAL,8,44.3,96,98,37,68,7,19,27,39,108
232,Alex Abrines,Steven Adams,Enes Kanter,Andre Roberson,Russell Westbrook,OKC,19,50.5,112,109,38,97,12,27,20,23,108
233,Bismack Biyombo,Evan Fournier,Jeff Green,Serge Ibaka,Elfrid Payton,ORL,19,45.3,94,98,37,82,7,24,26,35,107
234,Goran Dragic,Wayne Ellington,James Johnson,Tyler Johnson,Hassan Whiteside,MIA,13,48.6,102,103,31,82,10,35,35,44,107
235,Arron Afflalo,Matt Barnes,Darren Collison,DeMarcus Cousins,Rudy Gay,SAC,8,43.4,84,85,39,80,13,32,16,18,107
236,Dante Cunningham,Anthony Davis,Tim Frazier,Solomon Hill,E'Twaun Moore,NOP,9,48.2,96,99,40,85,7,28,20,21,107
237,Trevor Booker,Joe Harris,Sean Kilpatrick,Brook Lopez,Isaiah Whitehead,BRK,17,54.2,105,102,41,108,10,35,15,19,107
238,Jimmy Butler,Michael Carter-Williams,Taj Gibson,Robin Lopez,Doug McDermott,CHI,8,43.8,87,90,43,89,9,20,11,13,106
239,Will Barton,Wilson Chandler,Kenneth Faried,Jamal Murray,Jameer Nelson,DEN,11,41.7,86,88,34,65,8,20,30,35,106
240,Goran Dragic,James Johnson,Rodney McGruder,Dion Waiters,Hassan Whiteside,MIA,16,45.9,94,91,36,82,9,20,25,30,106
241,Jamal Crawford,Raymond Felton,Blake Griffin,Austin Rivers,Marreese Speights,LAC,21,53.0,106,105,41,100,7,21,16,22,105
242,Draymond Green,Andre Iguodala,Shaun Livingston,James Michael McAdoo,Klay Thompson,GSW,8,56.3,103,105,42,93,9,25,11,15,104
243,Marco Belinelli,Roy Hibbert,Frank Kaminsky,Michael Kidd-Gilchrist,Ramon Sessions,CHO,11,51.2,102,101,38,91,11,30,17,21,104
244,Michael Beasley,Malcolm Brogdon,Greg Monroe,Mirza Teletovic,Jason Terry,MIL,11,43.5,90,91,37,88,14,34,16,20,104
245,Bojan Bogdanovic,Trevor Booker,Rondae Hollis-Jefferson,Sean Kilpatrick,Brook Lopez,BRK,6,41.7,89,86,38,80,13,25,14,22,103
246,Will Barton,Danilo Gallinari,Nikola Jokic,Emmanuel Mudiay,Jusuf Nurkic,DEN,4,43.5,93,89,42,83,6,19,13,15,103
247,Malcolm Brogdon,Greg Monroe,Jabari Parker,Mirza Teletovic,Jason Terry,MIL,13,48.8,99,100,40,82,9,29,14,24,103
248,DeMarre Carroll,DeMar DeRozan,Cory Joseph,Pascal Siakam,Jonas Valanciunas,TOR,15,46.7,97,96,37,77,9,22,19,22,102
249,LaMarcus Aldridge,Pau Gasol,Manu Ginobili,Kawhi Leonard,Tony Parker,SAS,15,42.1,85,85,40,82,8,20,14,15,102
250,Boris Diaw,Rudy Gobert,George Hill,Rodney Hood,Joe Johnson,UTA,10,50.2,93,91,37,75,9,18,19,24,102
251,Rudy Gobert,Gordon Hayward,Joe Ingles,Trey Lyles,Shelvin Mack,UTA,18,54.3,107,97,42,89,7,20,11,14,102
252,Bojan Bogdanovic,Trevor Booker,Rondae Hollis-Jefferson,Brook Lopez,Isaiah Whitehead,BRK,5,42.1,85,84,41,77,10,25,9,16,101
253,Avery Bradley,Jae Crowder,Al Horford,Jonas Jerebko,Isaiah Thomas,BOS,15,50.0,99,104,37,105,9,40,18,23,101
254,Bismack Biyombo,Jeff Green,Elfrid Payton,Nikola Vucevic,C.J. Watson,ORL,9,58.3,110,112,39,106,8,23,15,21,101
255,Ian Clark,Stephen Curry,Kevin Durant,Draymond Green,Andre Iguodala,GSW,20,42.6,98,95,37,83,8,25,19,27,101
256,Jae Crowder,Al Horford,Jonas Jerebko,Marcus Smart,Isaiah Thomas,BOS,15,44.9,92,94,43,91,5,20,10,19,101
257,Will Barton,Wilson Chandler,Kenneth Faried,Danilo Gallinari,Emmanuel Mudiay,DEN,12,37.1,80,87,35,68,10,25,21,23,101
258,Allen Crabbe,Ed Davis,C.J. McCollum,Evan Turner,Noah Vonleh,POR,12,46.7,95,99,34,87,9,24,22,31,99
259,Tony Allen,Mike Conley,Marc Gasol,JaMychal Green,Troy Williams,MEM,3,41.2,78,81,38,76,10,26,13,18,99
260,Arron Afflalo,Darren Collison,DeMarcus Cousins,Garrett Temple,Anthony Tolliver,SAC,11,36.9,72,71,35,60,7,22,21,25,98
261,Jordan Clarkson,Luol Deng,Brandon Ingram,Thomas Robinson,Lou Williams,LAL,6,45.9,87,92,39,82,7,21,13,14,98
262,Channing Frye,Kyrie Irving,LeBron James,Kevin Love,Iman Shumpert,CLE,12,36.4,68,67,36,61,12,24,14,17,98
263,Trevor Ariza,Clint Capela,Sam Dekker,Eric Gordon,James Harden,HOU,16,31.3,63,68,36,57,14,28,12,16,98
264,Jerami Grant,Enes Kanter,Victor Oladipo,Andre Roberson,Russell Westbrook,OKC,9,38.5,79,80,36,82,11,32,14,18,97
265,Alan Anderson,Jamal Crawford,Raymond Felton,Wesley Johnson,Marreese Speights,LAC,9,53.9,102,107,35,82,7,28,20,32,97
266,Will Barton,Kenneth Faried,Danilo Gallinari,Nikola Jokic,Emmanuel Mudiay,DEN,8,44.1,90,89,38,84,10,24,11,13,97
267,Darren Collison,DeMarcus Cousins,Rudy Gay,Kosta Koufos,Ben McLemore,SAC,6,52.5,104,105,39,84,11,29,8,8,97
268,D.J. Augustin,Bismack Biyombo,Jeff Green,Mario Hezonja,C.J. Watson,ORL,9,54.6,102,101,40,96,9,24,8,15,97
269,Tony Allen,Vince Carter,Mike Conley,Marc Gasol,Zach Randolph,MEM,14,42.9,85,85,31,69,12,27,23,27,97
270,Steven Adams,Joffrey Lauvergne,Victor Oladipo,Andre Roberson,Russell Westbrook,OKC,18,43.4,90,97,35,75,8,29,19,26,97
271,Robert Covington,T.J. McConnell,Nerlens Noel,Dario Saric,Nik Stauskas,PHI,16,44.7,88,86,34,66,12,26,16,29,96
272,LaMarcus Aldridge,Kyle Anderson,Pau Gasol,Kawhi Leonard,Tony Parker,SAS,5,44.8,83,80,37,72,7,19,15,17,96
273,Vince Carter,Mike Conley,James Ennis,Marc Gasol,JaMychal Green,MEM,21,62.4,114,119,31,94,8,38,26,38,96
274,Tarik Black,Jordan Clarkson,Brandon Ingram,Julius Randle,Lou Williams,LAL,16,40.2,84,85,36,70,9,17,15,18,96
275,Boris Diaw,Dante Exum,Rudy Gobert,Gordon Hayward,Joe Ingles,UTA,13,42.3,86,86,40,85,11,25,5,7,96
276,Paul George,Glenn Robinson,Kevin Seraphin,Jeff Teague,Myles Turner,IND,12,47.1,88,86,37,84,11,30,11,14,96
277,Matt Barnes,Darren Collison,DeMarcus Cousins,Ben McLemore,Anthony Tolliver,SAC,12,36.9,72,74,32,61,11,23,20,23,95
278,Steven Adams,Enes Kanter,Anthony Morrow,Andre Roberson,Russell Westbrook,OKC,14,39.0,79,80,36,75,11,20,12,19,95
279,Raymond Felton,Blake Griffin,DeAndre Jordan,J.J. Redick,Austin Rivers,LAC,9,43.2,89,88,36,85,10,29,13,19,95
280,Goran Dragic,Tyler Johnson,Rodney McGruder,Josh McRoberts,Hassan Whiteside,MIA,8,39.2,73,75,39,74,5,19,12,17,95
281,DeMarre Carroll,DeMar DeRozan,Kyle Lowry,Terrence Ross,Jonas Valanciunas,TOR,15,38.5,77,76,36,74,10,27,13,14,95
282,Jordan Clarkson,Brandon Ingram,Larry Nance Jr.,Julius Randle,Lou Williams,LAL,15,45.1,92,93,34,80,7,25,20,26,95
283,Eric Bledsoe,Devin Booker,Tyson Chandler,Alex Len,P.J. Tucker,PHO,10,39.2,86,86,28,72,12,27,26,28,94
284,Robert Covington,Richaun Holmes,Ersan Ilyasova,T.J. McConnell,Nik Stauskas,PHI,12,38.0,79,76,40,69,4,11,10,14,94
285,Tony Allen,Mike Conley,James Ennis,Marc Gasol,Zach Randolph,MEM,13,45.6,80,83,34,73,12,24,14,21,94
286,Cory Joseph,Kyle Lowry,Lucas Nogueira,Norman Powell,Terrence Ross,TOR,12,38.2,74,72,36,72,10,26,12,17,94
287,DeMar DeRozan,Kyle Lowry,Patrick Patterson,Norman Powell,Jonas Valanciunas,TOR,10,47.2,96,96,35,85,7,30,17,26,94
288,Will Barton,Wilson Chandler,Danilo Gallinari,Nikola Jokic,Jameer Nelson,DEN,10,38.2,79,76,36,67,6,16,16,19,94
289,Harrison Barnes,Andrew Bogut,Seth Curry,Wesley Matthews,Deron Williams,DAL,7,55.3,103,100,31,74,11,24,20,28,93
290,Channing Frye,LeBron James,Richard Jefferson,Kyle Korver,DeAndre Liggins,CLE,4,33.9,67,66,32,57,11,23,18,21,93
291,Alex Abrines,Steven Adams,Andre Roberson,Domantas Sabonis,Russell Westbrook,OKC,19,38.1,77,81,34,67,6,9,19,26,93
292,Kay Felder,Channing Frye,LeBron James,Richard Jefferson,Kyle Korver,CLE,5,39.0,84,81,33,76,12,24,15,18,93
293,Wilson Chandler,Kenneth Faried,Gary Harris,Nikola Jokic,Jameer Nelson,DEN,5,35.6,71,70,37,66,10,15,9,12,93
294,Robert Covington,Gerald Henderson,Nerlens Noel,Sergio Rodriguez,Dario Saric,PHI,12,44.0,87,89,34,67,8,20,17,24,93
295,Jimmy Butler,Robin Lopez,Doug McDermott,Nikola Mirotic,Rajon Rondo,CHI,15,47.3,84,86,33,80,7,23,20,27,93
296,Jamal Crawford,Blake Griffin,DeAndre Jordan,J.J. Redick,Austin Rivers,LAC,14,43.8,94,91,35,83,10,27,13,18,93
297,Kyrie Irving,LeBron James,Kyle Korver,Kevin Love,Tristan Thompson,CLE,9,38.9,73,76,35,74,6,20,16,19,92
298,Harrison Barnes,Seth Curry,Devin Harris,Wesley Matthews,Salah Mejri,DAL,15,42.2,80,84,33,70,7,17,19,24,92
299,Giannis Antetokounmpo,Matthew Dellavedova,Greg Monroe,Mirza Teletovic,Jason Terry,MIL,11,36.8,75,76,35,63,11,26,11,14,92
300,Ian Clark,Stephen Curry,Draymond Green,Andre Iguodala,JaVale McGee,GSW,21,41.7,89,91,31,85,9,27,21,26,92
301,Aron Baynes,Tobias Harris,Stanley Johnson,Jon Leuer,Ish Smith,DET,12,45.1,88,91,34,70,8,25,16,20,92
302,Willy Hernangomez,Justin Holiday,Brandon Jennings,Mindaugas Kuzminskas,Kristaps Porzingis,NYK,13,44.8,96,94,35,79,7,28,14,19,91
303,Leandro Barbosa,Eric Bledsoe,Devin Booker,Tyson Chandler,P.J. Tucker,PHO,11,43.4,92,87,27,69,5,23,32,38,91
304,Anthony Davis,Tim Frazier,Solomon Hill,Terrence Jones,E'Twaun Moore,NOP,15,36.9,72,74,36,77,6,19,13,15,91
305,Marco Belinelli,Roy Hibbert,Frank Kaminsky,Jeremy Lamb,Ramon Sessions,CHO,9,47.8,95,98,35,91,10,30,11,17,91
306,Nemanja Bjelica,Shabazz Muhammad,Ricky Rubio,Karl-Anthony Towns,Andrew Wiggins,MIN,15,36.2,77,79,33,64,7,21,18,22,91
307,Darrell Arthur,Wilson Chandler,Gary Harris,Nikola Jokic,Jameer Nelson,DEN,4,35.4,69,66,36,59,14,22,4,4,90
308,Arron Afflalo,Matt Barnes,Darren Collison,DeMarcus Cousins,Garrett Temple,SAC,12,38.4,78,75,31,67,9,27,19,26,90
309,Leandro Barbosa,Dragan Bender,Jared Dudley,Brandon Knight,Alex Len,PHO,6,44.0,85,82,35,73,7,25,13,19,90
310,LaMarcus Aldridge,Kyle Anderson,Pau Gasol,Kawhi Leonard,Patty Mills,SAS,8,50.3,93,92,37,85,8,20,8,9,90
311,Joel Embiid,T.J. McConnell,Dario Saric,Nik Stauskas,Hollis Thompson,PHI,13,36.2,72,73,29,67,10,27,22,29,90
312,Nicolas Batum,Marco Belinelli,Spencer Hawes,Frank Kaminsky,Kemba Walker,CHO,14,36.6,77,78,35,69,6,22,14,17,90
313,Justin Anderson,Harrison Barnes,Seth Curry,Wesley Matthews,Dwight Powell,DAL,14,41.1,78,76,32,61,7,25,19,22,90
314,Bradley Beal,Markieff Morris,Kelly Oubre,Otto Porter,John Wall,WAS,22,32.4,70,77,32,75,11,32,15,22,90
315,Aron Baynes,Tobias Harris,Stanley Johnson,Marcus Morris,Ish Smith,DET,14,44.7,91,90,35,76,5,18,15,21,90
316,Lavoy Allen,Aaron Brooks,Monta Ellis,Al Jefferson,Glenn Robinson,IND,7,37.7,68,70,28,65,11,26,22,24,89
317,Allen Crabbe,Ed Davis,Meyers Leonard,C.J. McCollum,Evan Turner,POR,12,40.3,73,77,32,71,6,15,19,27,89
318,Goran Dragic,James Johnson,Tyler Johnson,Rodney McGruder,Hassan Whiteside,MIA,16,33.6,62,65,32,63,9,18,16,22,89
319,Tony Allen,Troy Daniels,Marc Gasol,JaMychal Green,Andrew Harrison,MEM,10,54.6,107,104,34,87,10,32,11,17,89
320,Eric Bledsoe,Devin Booker,Brandon Knight,Alex Len,P.J. Tucker,PHO,13,35.7,71,69,33,57,7,16,16,21,89
321,Cory Joseph,Kyle Lowry,Patrick Patterson,Jakob Poeltl,Terrence Ross,TOR,7,42.6,82,81,32,66,9,22,16,23,89
322,Monta Ellis,C.J. Miles,Jeff Teague,Myles Turner,Thaddeus Young,IND,11,40.3,79,85,34,75,8,23,13,18,89
323,Matt Barnes,DeMarcus Cousins,Ty Lawson,Garrett Temple,Anthony Tolliver,SAC,10,44.6,93,93,29,68,9,28,21,26,88
324,LaMarcus Aldridge,Pau Gasol,Danny Green,Kawhi Leonard,Patty Mills,SAS,19,41.8,80,83,31,64,9,22,17,22,88
325,Aaron Brooks,Monta Ellis,Al Jefferson,C.J. Miles,Thaddeus Young,IND,11,40.1,74,76,34,71,9,23,11,13,88
326,Robert Covington,Gerald Henderson,T.J. McConnell,Nerlens Noel,Dario Saric,PHI,15,40.6,86,95,32,77,12,35,12,15,88
327,Harrison Barnes,Andrew Bogut,Wesley Matthews,Dirk Nowitzki,Deron Williams,DAL,6,42.9,79,82,31,76,14,26,11,17,87
328,Bojan Bogdanovic,Trevor Booker,Joe Harris,Brook Lopez,Isaiah Whitehead,BRK,13,38.2,86,85,28,73,9,27,22,29,87
329,Eric Bledsoe,Jared Dudley,Brandon Knight,Alex Len,P.J. Tucker,PHO,14,33.0,70,73,28,66,11,21,20,23,87
330,Jordan Clarkson,Brandon Ingram,Larry Nance Jr.,Thomas Robinson,Lou Williams,LAL,7,42.4,84,86,32,69,9,19,14,22,87
331,Matt Barnes,Darren Collison,DeMarcus Cousins,Ty Lawson,Anthony Tolliver,SAC,9,42.7,85,81,31,65,8,19,17,22,87
332,Arron Afflalo,DeMarcus Cousins,Ty Lawson,Garrett Temple,Anthony Tolliver,SAC,10,41.5,84,82,30,74,4,24,22,26,86
333,Brandon Bass,Jamal Crawford,Wesley Johnson,Austin Rivers,Marreese Speights,LAC,8,43.4,89,91,32,81,8,26,14,18,86
334,Mike Conley,James Ennis,Marc Gasol,JaMychal Green,Andrew Harrison,MEM,6,38.7,70,72,33,65,7,15,13,14,86
335,Ersan Ilyasova,T.J. McConnell,Jahlil Okafor,Nik Stauskas,Hollis Thompson,PHI,10,30.5,62,62,35,61,10,25,6,11,86
336,Richaun Holmes,T.J. McConnell,Dario Saric,Nik Stauskas,Hollis Thompson,PHI,12,35.8,71,72,30,56,7,16,19,25,86
337,Trey Burke,Markieff Morris,Kelly Oubre,Jason Smith,Marcus Thornton,WAS,11,45.2,87,80,29,70,6,22,21,28,85
338,Aron Baynes,Kentavious Caldwell-Pope,Jon Leuer,Marcus Morris,Ish Smith,DET,22,43.9,88,90,31,89,6,23,17,21,85
339,Gorgui Dieng,Tyus Jones,Zach LaVine,Karl-Anthony Towns,Andrew Wiggins,MIN,8,35.8,73,76,23,47,7,17,32,36,85
340,Aaron Brooks,Al Jefferson,C.J. Miles,Glenn Robinson,Rodney Stuckey,IND,7,42.0,87,86,30,66,7,22,18,25,85
341,Darrell Arthur,Will Barton,Danilo Gallinari,Emmanuel Mudiay,Jusuf Nurkic,DEN,4,33.4,65,67,34,63,7,20,10,14,85
342,Vince Carter,James Ennis,JaMychal Green,Andrew Harrison,Zach Randolph,MEM,18,48.3,96,94,27,73,6,25,25,31,85
343,Justin Holiday,Brandon Jennings,Kyle O'Quinn,Kristaps Porzingis,Lance Thomas,NYK,13,38.6,74,75,31,70,11,23,12,13,85
344,Leandro Barbosa,Dragan Bender,Jared Dudley,Brandon Knight,P.J. Tucker,PHO,5,35.6,70,72,30,60,13,27,11,17,84
345,Devin Booker,Brandon Knight,Alex Len,P.J. Tucker,T.J. Warren,PHO,17,40.2,83,80,25,63,6,21,28,35,84
346,Tyreke Evans,Langston Galloway,Solomon Hill,Terrence Jones,E'Twaun Moore,NOP,6,37.2,72,69,34,68,9,19,7,8,84
347,Lavoy Allen,Aaron Brooks,Al Jefferson,Glenn Robinson,Rodney Stuckey,IND,6,38.9,78,74,30,63,7,20,17,19,84
348,Bradley Beal,Trey Burke,Markieff Morris,Kelly Oubre,Jason Smith,WAS,16,37.9,73,77,26,64,10,27,22,28,84
349,Eric Bledsoe,Devin Booker,Marquese Chriss,P.J. Tucker,T.J. Warren,PHO,8,30.5,63,60,32,49,8,14,12,15,84
350,Kyrie Irving,Richard Jefferson,Kevin Love,Iman Shumpert,Tristan Thompson,CLE,15,38.6,79,76,32,70,5,18,15,18,84
351,Arron Afflalo,Matt Barnes,Darren Collison,DeMarcus Cousins,Anthony Tolliver,SAC,8,35.9,66,67,28,59,13,26,15,19,84
352,Tony Allen,Vince Carter,Mike Conley,Marc Gasol,JaMychal Green,MEM,19,37.6,77,73,28,62,14,30,14,19,84
353,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Stanley Johnson,Ish Smith,DET,15,39.4,72,75,32,63,7,21,12,19,83
354,Goran Dragic,Josh McRoberts,Josh Richardson,Hassan Whiteside,Justise Winslow,MIA,3,38.3,74,73,34,70,9,22,6,13,83
355,Matt Barnes,Darren Collison,DeMarcus Cousins,Rudy Gay,Ty Lawson,SAC,7,38.0,72,73,31,61,7,18,14,17,83
356,Allen Crabbe,Ed Davis,Meyers Leonard,Damian Lillard,Evan Turner,POR,15,38.2,82,81,27,63,5,16,24,31,83
357,LaMarcus Aldridge,Danny Green,David Lee,Kawhi Leonard,Patty Mills,SAS,25,43.1,81,81,31,82,8,28,13,19,83
358,Al-Farouq Aminu,Allen Crabbe,Meyers Leonard,C.J. McCollum,Evan Turner,POR,11,33.0,68,67,28,52,7,10,20,29,83
359,Michael Beasley,Matthew Dellavedova,Greg Monroe,Jabari Parker,Tony Snell,MIL,12,35.3,66,69,30,65,8,29,15,18,83
360,D.J. Augustin,Bismack Biyombo,Aaron Gordon,Damjan Rudez,C.J. Watson,ORL,8,44.0,85,83,28,67,8,21,19,20,83
361,Carmelo Anthony,Justin Holiday,Joakim Noah,Kristaps Porzingis,Derrick Rose,NYK,12,37.1,76,75,29,61,10,23,15,21,83
362,Gerald Henderson,Timothe Luwawu-Cabarrot,Nerlens Noel,Sergio Rodriguez,Dario Saric,PHI,8,33.0,71,64,29,57,8,18,16,17,82
363,Jordan Clarkson,Brandon Ingram,Larry Nance Jr.,Lou Williams,Nick Young,LAL,10,28.7,64,60,25,43,5,14,27,32,82
364,Tim Hardaway,Paul Millsap,Mike Muscala,Dennis Schroder,Thabo Sefolosha,ATL,21,31.5,63,66,30,56,9,18,13,16,82
365,Tarik Black,Jordan Clarkson,Luol Deng,Brandon Ingram,Lou Williams,LAL,10,43.0,87,88,33,78,2,17,14,19,82
366,Jordan Clarkson,Brandon Ingram,Timofey Mozgov,Larry Nance Jr.,Lou Williams,LAL,13,28.9,61,61,30,50,9,20,13,19,82
367,Anthony Davis,Solomon Hill,Jrue Holiday,Terrence Jones,E'Twaun Moore,NOP,13,33.4,75,72,32,67,5,18,12,20,81
368,Kent Bazemore,Kyle Korver,Paul Millsap,Mike Muscala,Dennis Schroder,ATL,16,47.4,94,92,31,88,3,20,16,18,81
369,Jaylen Brown,Jae Crowder,Al Horford,Amir Johnson,Isaiah Thomas,BOS,6,43.2,85,86,34,78,7,19,6,6,81
370,James Johnson,Tyler Johnson,Rodney McGruder,Willie Reed,Dion Waiters,MIA,12,34.1,74,74,28,63,10,24,15,18,81
371,Ryan Anderson,Trevor Ariza,Corey Brewer,Clint Capela,James Harden,HOU,6,39.0,79,77,32,72,7,17,10,12,81
372,LaMarcus Aldridge,Manu Ginobili,David Lee,Patty Mills,Jonathon Simmons,SAS,20,43.6,95,89,31,73,5,20,14,21,81
373,Ryan Anderson,Trevor Ariza,Corey Brewer,James Harden,Montrezl Harrell,HOU,8,33.8,68,67,35,65,5,20,6,7,81
374,Cole Aldrich,Nemanja Bjelica,Kris Dunn,Shabazz Muhammad,Andrew Wiggins,MIN,12,29.9,58,61,28,57,11,25,13,16,80
375,Alan Anderson,Brandon Bass,Jamal Crawford,Raymond Felton,Marreese Speights,LAC,7,33.8,66,64,27,58,7,22,19,23,80
376,James Johnson,Tyler Johnson,Rodney McGruder,Dion Waiters,Hassan Whiteside,MIA,18,42.3,79,77,29,73,8,19,14,22,80
377,Goran Dragic,James Johnson,Tyler Johnson,Hassan Whiteside,Justise Winslow,MIA,6,30.0,58,58,31,55,9,16,9,11,80
378,Jamal Crawford,Raymond Felton,Paul Pierce,Austin Rivers,Marreese Speights,LAC,5,37.1,68,68,28,59,4,15,20,24,80
379,LaMarcus Aldridge,Pau Gasol,Kawhi Leonard,Tony Parker,Jonathon Simmons,SAS,8,43.1,77,78,34,74,6,18,6,10,80
